index,r_schedule,g_schedule,b_schedule,orig_r_schedule,orig_g_schedule,orig_b_schedule,orig_config_idx,circuit_distance,collisions
349,"[2, 4, 1, 6, 3, 5]","[5, 1, 4, 3, 6, 2]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
350,"[2, 4, 1, 6, 3, 5]","[6, 1, 4, 3, 5, 2]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
351,"[2, 4, 1, 6, 3, 5]","[5, 2, 4, 3, 6, 1]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
352,"[2, 4, 1, 6, 3, 5]","[6, 2, 4, 3, 5, 1]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
353,"[6, 3, 5, 2, 4, 1]","[2, 6, 3, 4, 1, 5]","[6, 2, 5, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
354,"[6, 3, 5, 2, 4, 1]","[2, 5, 3, 4, 1, 6]","[6, 2, 5, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
355,"[6, 3, 5, 2, 4, 1]","[1, 6, 3, 4, 2, 5]","[6, 2, 5, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
356,"[6, 3, 5, 2, 4, 1]","[1, 5, 3, 4, 2, 6]","[6, 2, 5, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
357,"[6, 3, 5, 2, 4, 1]","[5, 1, 4, 3, 6, 2]","[1, 5, 2, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
358,"[6, 3, 5, 2, 4, 1]","[5, 1, 4, 3, 6, 2]","[1, 6, 2, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
359,"[6, 3, 5, 2, 4, 1]","[5, 1, 4, 3, 6, 2]","[2, 5, 1, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
360,"[6, 3, 5, 2, 4, 1]","[5, 1, 4, 3, 6, 2]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
361,"[5, 3, 6, 2, 4, 1]","[2, 6, 3, 4, 1, 5]","[5, 2, 6, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
362,"[5, 3, 6, 2, 4, 1]","[2, 5, 3, 4, 1, 6]","[5, 2, 6, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
363,"[5, 3, 6, 2, 4, 1]","[1, 6, 3, 4, 2, 5]","[5, 2, 6, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
364,"[5, 3, 6, 2, 4, 1]","[1, 5, 3, 4, 2, 6]","[5, 2, 6, 1, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
365,"[5, 3, 6, 2, 4, 1]","[6, 1, 4, 3, 5, 2]","[1, 5, 2, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
366,"[5, 3, 6, 2, 4, 1]","[6, 1, 4, 3, 5, 2]","[1, 6, 2, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
367,"[5, 3, 6, 2, 4, 1]","[6, 1, 4, 3, 5, 2]","[2, 5, 1, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
368,"[5, 3, 6, 2, 4, 1]","[6, 1, 4, 3, 5, 2]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
369,"[6, 3, 5, 1, 4, 2]","[2, 6, 3, 4, 1, 5]","[6, 1, 5, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
370,"[6, 3, 5, 1, 4, 2]","[2, 5, 3, 4, 1, 6]","[6, 1, 5, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
371,"[6, 3, 5, 1, 4, 2]","[1, 6, 3, 4, 2, 5]","[6, 1, 5, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
372,"[6, 3, 5, 1, 4, 2]","[1, 5, 3, 4, 2, 6]","[6, 1, 5, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
373,"[6, 3, 5, 1, 4, 2]","[5, 2, 4, 3, 6, 1]","[1, 5, 2, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
374,"[6, 3, 5, 1, 4, 2]","[5, 2, 4, 3, 6, 1]","[1, 6, 2, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
375,"[6, 3, 5, 1, 4, 2]","[5, 2, 4, 3, 6, 1]","[2, 5, 1, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
376,"[6, 3, 5, 1, 4, 2]","[5, 2, 4, 3, 6, 1]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
377,"[5, 3, 6, 1, 4, 2]","[2, 6, 3, 4, 1, 5]","[5, 1, 6, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
378,"[5, 3, 6, 1, 4, 2]","[2, 5, 3, 4, 1, 6]","[5, 1, 6, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
379,"[5, 3, 6, 1, 4, 2]","[1, 6, 3, 4, 2, 5]","[5, 1, 6, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
380,"[5, 3, 6, 1, 4, 2]","[1, 5, 3, 4, 2, 6]","[5, 1, 6, 2, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
381,"[5, 3, 6, 1, 4, 2]","[6, 2, 4, 3, 5, 1]","[1, 5, 2, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
382,"[5, 3, 6, 1, 4, 2]","[6, 2, 4, 3, 5, 1]","[1, 6, 2, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
383,"[5, 3, 6, 1, 4, 2]","[6, 2, 4, 3, 5, 1]","[2, 5, 1, 6, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
384,"[5, 3, 6, 1, 4, 2]","[6, 2, 4, 3, 5, 1]","[2, 6, 1, 5, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 3, 4]",8,6,0
385,"[1, 4, 2, 5, 3, 6]","[5, 1, 4, 3, 6, 2]","[5, 2, 6, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
386,"[1, 4, 2, 5, 3, 6]","[6, 1, 4, 3, 5, 2]","[6, 2, 5, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
387,"[1, 4, 2, 5, 3, 6]","[5, 2, 4, 3, 6, 1]","[5, 1, 6, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
388,"[1, 4, 2, 5, 3, 6]","[6, 2, 4, 3, 5, 1]","[6, 1, 5, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
389,"[1, 4, 2, 6, 3, 5]","[5, 1, 4, 3, 6, 2]","[5, 2, 6, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
390,"[1, 4, 2, 6, 3, 5]","[6, 1, 4, 3, 5, 2]","[6, 2, 5, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
391,"[1, 4, 2, 6, 3, 5]","[5, 2, 4, 3, 6, 1]","[5, 1, 6, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
392,"[1, 4, 2, 6, 3, 5]","[6, 2, 4, 3, 5, 1]","[6, 1, 5, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
393,"[2, 4, 1, 5, 3, 6]","[5, 1, 4, 3, 6, 2]","[5, 2, 6, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
394,"[2, 4, 1, 5, 3, 6]","[6, 1, 4, 3, 5, 2]","[6, 2, 5, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
395,"[2, 4, 1, 5, 3, 6]","[5, 2, 4, 3, 6, 1]","[5, 1, 6, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
396,"[2, 4, 1, 5, 3, 6]","[6, 2, 4, 3, 5, 1]","[6, 1, 5, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
397,"[2, 4, 1, 6, 3, 5]","[5, 1, 4, 3, 6, 2]","[5, 2, 6, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
398,"[2, 4, 1, 6, 3, 5]","[6, 1, 4, 3, 5, 2]","[6, 2, 5, 1, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
399,"[2, 4, 1, 6, 3, 5]","[5, 2, 4, 3, 6, 1]","[5, 1, 6, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
400,"[2, 4, 1, 6, 3, 5]","[6, 2, 4, 3, 5, 1]","[6, 1, 5, 2, 3, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
401,"[6, 3, 5, 2, 4, 1]","[2, 6, 3, 4, 1, 5]","[2, 5, 1, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
402,"[6, 3, 5, 2, 4, 1]","[2, 5, 3, 4, 1, 6]","[2, 6, 1, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
403,"[6, 3, 5, 2, 4, 1]","[1, 6, 3, 4, 2, 5]","[1, 5, 2, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
404,"[6, 3, 5, 2, 4, 1]","[1, 5, 3, 4, 2, 6]","[1, 6, 2, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
405,"[5, 3, 6, 2, 4, 1]","[2, 6, 3, 4, 1, 5]","[2, 5, 1, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
406,"[5, 3, 6, 2, 4, 1]","[2, 5, 3, 4, 1, 6]","[2, 6, 1, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
407,"[5, 3, 6, 2, 4, 1]","[1, 6, 3, 4, 2, 5]","[1, 5, 2, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
408,"[5, 3, 6, 2, 4, 1]","[1, 5, 3, 4, 2, 6]","[1, 6, 2, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
409,"[6, 3, 5, 1, 4, 2]","[2, 6, 3, 4, 1, 5]","[2, 5, 1, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
410,"[6, 3, 5, 1, 4, 2]","[2, 5, 3, 4, 1, 6]","[2, 6, 1, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
411,"[6, 3, 5, 1, 4, 2]","[1, 6, 3, 4, 2, 5]","[1, 5, 2, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
412,"[6, 3, 5, 1, 4, 2]","[1, 5, 3, 4, 2, 6]","[1, 6, 2, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
413,"[5, 3, 6, 1, 4, 2]","[2, 6, 3, 4, 1, 5]","[2, 5, 1, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
414,"[5, 3, 6, 1, 4, 2]","[2, 5, 3, 4, 1, 6]","[2, 6, 1, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
415,"[5, 3, 6, 1, 4, 2]","[1, 6, 3, 4, 2, 5]","[1, 5, 2, 6, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
416,"[5, 3, 6, 1, 4, 2]","[1, 5, 3, 4, 2, 6]","[1, 6, 2, 5, 4, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 3, 4, 1, 5]","[1, 5, 2, 6, 4, 3]",9,6,0
417,"[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
418,"[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
419,"[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
420,"[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
421,"[1, 4, 2, 5, 3, 6]","[5, 1, 3, 4, 6, 2]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
422,"[1, 4, 2, 5, 3, 6]","[6, 1, 3, 4, 5, 2]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
423,"[1, 4, 2, 5, 3, 6]","[5, 2, 3, 4, 6, 1]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
424,"[1, 4, 2, 5, 3, 6]","[6, 2, 3, 4, 5, 1]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
425,"[1, 4, 2, 6, 3, 5]","[2, 5, 4, 3, 1, 6]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
426,"[1, 4, 2, 6, 3, 5]","[2, 5, 4, 3, 1, 6]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
427,"[1, 4, 2, 6, 3, 5]","[2, 5, 4, 3, 1, 6]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
428,"[1, 4, 2, 6, 3, 5]","[2, 5, 4, 3, 1, 6]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
429,"[1, 4, 2, 6, 3, 5]","[5, 1, 3, 4, 6, 2]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
430,"[1, 4, 2, 6, 3, 5]","[6, 1, 3, 4, 5, 2]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
431,"[1, 4, 2, 6, 3, 5]","[5, 2, 3, 4, 6, 1]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
432,"[1, 4, 2, 6, 3, 5]","[6, 2, 3, 4, 5, 1]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
433,"[2, 4, 1, 5, 3, 6]","[1, 6, 4, 3, 2, 5]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
434,"[2, 4, 1, 5, 3, 6]","[1, 6, 4, 3, 2, 5]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
435,"[2, 4, 1, 5, 3, 6]","[1, 6, 4, 3, 2, 5]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
436,"[2, 4, 1, 5, 3, 6]","[1, 6, 4, 3, 2, 5]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
437,"[2, 4, 1, 5, 3, 6]","[5, 1, 3, 4, 6, 2]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
438,"[2, 4, 1, 5, 3, 6]","[6, 1, 3, 4, 5, 2]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
439,"[2, 4, 1, 5, 3, 6]","[5, 2, 3, 4, 6, 1]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
440,"[2, 4, 1, 5, 3, 6]","[6, 2, 3, 4, 5, 1]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
441,"[2, 4, 1, 6, 3, 5]","[1, 5, 4, 3, 2, 6]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
442,"[2, 4, 1, 6, 3, 5]","[1, 5, 4, 3, 2, 6]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
443,"[2, 4, 1, 6, 3, 5]","[1, 5, 4, 3, 2, 6]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
444,"[2, 4, 1, 6, 3, 5]","[1, 5, 4, 3, 2, 6]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
445,"[2, 4, 1, 6, 3, 5]","[5, 1, 3, 4, 6, 2]","[5, 2, 4, 1, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
446,"[2, 4, 1, 6, 3, 5]","[6, 1, 3, 4, 5, 2]","[6, 2, 4, 1, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
447,"[2, 4, 1, 6, 3, 5]","[5, 2, 3, 4, 6, 1]","[5, 1, 4, 2, 6, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
448,"[2, 4, 1, 6, 3, 5]","[6, 2, 3, 4, 5, 1]","[6, 1, 4, 2, 5, 3]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
449,"[6, 3, 5, 2, 4, 1]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
450,"[6, 3, 5, 2, 4, 1]","[2, 5, 4, 3, 1, 6]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
451,"[6, 3, 5, 2, 4, 1]","[1, 6, 4, 3, 2, 5]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
452,"[6, 3, 5, 2, 4, 1]","[1, 5, 4, 3, 2, 6]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
453,"[6, 3, 5, 2, 4, 1]","[5, 1, 3, 4, 6, 2]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
454,"[6, 3, 5, 2, 4, 1]","[5, 1, 3, 4, 6, 2]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
455,"[6, 3, 5, 2, 4, 1]","[5, 1, 3, 4, 6, 2]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
456,"[6, 3, 5, 2, 4, 1]","[5, 1, 3, 4, 6, 2]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
457,"[5, 3, 6, 2, 4, 1]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
458,"[5, 3, 6, 2, 4, 1]","[2, 5, 4, 3, 1, 6]","[2, 6, 3, 5, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
459,"[5, 3, 6, 2, 4, 1]","[1, 6, 4, 3, 2, 5]","[1, 5, 3, 6, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
460,"[5, 3, 6, 2, 4, 1]","[1, 5, 4, 3, 2, 6]","[1, 6, 3, 5, 2, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
461,"[5, 3, 6, 2, 4, 1]","[6, 1, 3, 4, 5, 2]","[2, 5, 3, 6, 1, 4]","[1, 4, 2, 5, 3, 6]","[2, 6, 4, 3, 1, 5]","[2, 5, 3, 6, 1, 4]",10,6,0
