index,r_schedule,g_schedule,b_schedule,orig_r_schedule,orig_g_schedule,orig_b_schedule,orig_config_idx,circuit_distance,collisions
575,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
576,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[2, 5, 3, 6, 1, 4]",12,6,0
577,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
578,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
579,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
580,"[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
581,"[3, 4, 1, 5, 2, 6]","[4, 1, 6, 3, 5, 2]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
582,"[3, 4, 1, 5, 2, 6]","[4, 1, 5, 3, 6, 2]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
583,"[3, 4, 1, 5, 2, 6]","[4, 2, 6, 3, 5, 1]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
584,"[3, 4, 1, 5, 2, 6]","[4, 2, 5, 3, 6, 1]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
585,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
586,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
587,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
588,"[3, 4, 1, 6, 2, 5]","[3, 5, 1, 4, 2, 6]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
589,"[3, 4, 1, 6, 2, 5]","[4, 1, 6, 3, 5, 2]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
590,"[3, 4, 1, 6, 2, 5]","[4, 1, 5, 3, 6, 2]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
591,"[3, 4, 1, 6, 2, 5]","[4, 2, 6, 3, 5, 1]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
592,"[3, 4, 1, 6, 2, 5]","[4, 2, 5, 3, 6, 1]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
593,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
594,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
595,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
596,"[3, 4, 2, 5, 1, 6]","[3, 6, 2, 4, 1, 5]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
597,"[3, 4, 2, 5, 1, 6]","[4, 1, 6, 3, 5, 2]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
598,"[3, 4, 2, 5, 1, 6]","[4, 1, 5, 3, 6, 2]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
599,"[3, 4, 2, 5, 1, 6]","[4, 2, 6, 3, 5, 1]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
600,"[3, 4, 2, 5, 1, 6]","[4, 2, 5, 3, 6, 1]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
601,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
602,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
603,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
604,"[3, 4, 2, 6, 1, 5]","[3, 5, 2, 4, 1, 6]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
605,"[3, 4, 2, 6, 1, 5]","[4, 1, 6, 3, 5, 2]","[6, 2, 5, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
606,"[3, 4, 2, 6, 1, 5]","[4, 1, 5, 3, 6, 2]","[5, 2, 6, 1, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
607,"[3, 4, 2, 6, 1, 5]","[4, 2, 6, 3, 5, 1]","[6, 1, 5, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
608,"[3, 4, 2, 6, 1, 5]","[4, 2, 5, 3, 6, 1]","[5, 1, 6, 2, 4, 3]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
609,"[4, 3, 6, 2, 5, 1]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
610,"[4, 3, 6, 2, 5, 1]","[3, 5, 1, 4, 2, 6]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
611,"[4, 3, 6, 2, 5, 1]","[3, 6, 2, 4, 1, 5]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
612,"[4, 3, 6, 2, 5, 1]","[3, 5, 2, 4, 1, 6]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
613,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
614,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
615,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
616,"[4, 3, 6, 2, 5, 1]","[4, 1, 6, 3, 5, 2]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
617,"[4, 3, 5, 2, 6, 1]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
618,"[4, 3, 5, 2, 6, 1]","[3, 5, 1, 4, 2, 6]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
619,"[4, 3, 5, 2, 6, 1]","[3, 6, 2, 4, 1, 5]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
620,"[4, 3, 5, 2, 6, 1]","[3, 5, 2, 4, 1, 6]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
621,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
622,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
623,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
624,"[4, 3, 5, 2, 6, 1]","[4, 1, 5, 3, 6, 2]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
625,"[4, 3, 6, 1, 5, 2]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
626,"[4, 3, 6, 1, 5, 2]","[3, 5, 1, 4, 2, 6]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
627,"[4, 3, 6, 1, 5, 2]","[3, 6, 2, 4, 1, 5]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
628,"[4, 3, 6, 1, 5, 2]","[3, 5, 2, 4, 1, 6]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
629,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
630,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
631,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
632,"[4, 3, 6, 1, 5, 2]","[4, 2, 6, 3, 5, 1]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
633,"[4, 3, 5, 1, 6, 2]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
634,"[4, 3, 5, 1, 6, 2]","[3, 5, 1, 4, 2, 6]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
635,"[4, 3, 5, 1, 6, 2]","[3, 6, 2, 4, 1, 5]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
636,"[4, 3, 5, 1, 6, 2]","[3, 5, 2, 4, 1, 6]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
637,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[1, 5, 2, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
638,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[1, 6, 2, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
639,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[2, 5, 1, 6, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
640,"[4, 3, 5, 1, 6, 2]","[4, 2, 5, 3, 6, 1]","[2, 6, 1, 5, 3, 4]","[3, 4, 1, 5, 2, 6]","[3, 6, 1, 4, 2, 5]","[1, 5, 2, 6, 3, 4]",13,6,0
641,"[3, 4, 1, 5, 2, 6]","[5, 1, 4, 3, 6, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
642,"[3, 4, 1, 5, 2, 6]","[5, 1, 4, 3, 6, 2]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
643,"[3, 4, 1, 5, 2, 6]","[6, 1, 4, 3, 5, 2]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
644,"[3, 4, 1, 5, 2, 6]","[6, 1, 4, 3, 5, 2]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
645,"[3, 4, 1, 5, 2, 6]","[5, 2, 4, 3, 6, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
646,"[3, 4, 1, 5, 2, 6]","[5, 2, 4, 3, 6, 1]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
647,"[3, 4, 1, 5, 2, 6]","[6, 2, 4, 3, 5, 1]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
648,"[3, 4, 1, 5, 2, 6]","[6, 2, 4, 3, 5, 1]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
649,"[3, 4, 1, 6, 2, 5]","[5, 1, 4, 3, 6, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
650,"[3, 4, 1, 6, 2, 5]","[5, 1, 4, 3, 6, 2]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
651,"[3, 4, 1, 6, 2, 5]","[6, 1, 4, 3, 5, 2]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
652,"[3, 4, 1, 6, 2, 5]","[6, 1, 4, 3, 5, 2]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
653,"[3, 4, 1, 6, 2, 5]","[5, 2, 4, 3, 6, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
654,"[3, 4, 1, 6, 2, 5]","[5, 2, 4, 3, 6, 1]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
655,"[3, 4, 1, 6, 2, 5]","[6, 2, 4, 3, 5, 1]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
656,"[3, 4, 1, 6, 2, 5]","[6, 2, 4, 3, 5, 1]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
657,"[3, 4, 2, 5, 1, 6]","[5, 1, 4, 3, 6, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
658,"[3, 4, 2, 5, 1, 6]","[5, 1, 4, 3, 6, 2]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
659,"[3, 4, 2, 5, 1, 6]","[6, 1, 4, 3, 5, 2]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
660,"[3, 4, 2, 5, 1, 6]","[6, 1, 4, 3, 5, 2]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
661,"[3, 4, 2, 5, 1, 6]","[5, 2, 4, 3, 6, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
662,"[3, 4, 2, 5, 1, 6]","[5, 2, 4, 3, 6, 1]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
663,"[3, 4, 2, 5, 1, 6]","[6, 2, 4, 3, 5, 1]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
664,"[3, 4, 2, 5, 1, 6]","[6, 2, 4, 3, 5, 1]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
665,"[3, 4, 2, 6, 1, 5]","[5, 1, 4, 3, 6, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
666,"[3, 4, 2, 6, 1, 5]","[5, 1, 4, 3, 6, 2]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
667,"[3, 4, 2, 6, 1, 5]","[6, 1, 4, 3, 5, 2]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
668,"[3, 4, 2, 6, 1, 5]","[6, 1, 4, 3, 5, 2]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
669,"[3, 4, 2, 6, 1, 5]","[5, 2, 4, 3, 6, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
670,"[3, 4, 2, 6, 1, 5]","[5, 2, 4, 3, 6, 1]","[5, 1, 4, 2, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
671,"[3, 4, 2, 6, 1, 5]","[6, 2, 4, 3, 5, 1]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
672,"[3, 4, 2, 6, 1, 5]","[6, 2, 4, 3, 5, 1]","[6, 1, 4, 2, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
673,"[4, 3, 6, 2, 5, 1]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
674,"[4, 3, 6, 2, 5, 1]","[2, 6, 3, 4, 1, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
675,"[4, 3, 6, 2, 5, 1]","[2, 5, 3, 4, 1, 6]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
676,"[4, 3, 6, 2, 5, 1]","[2, 5, 3, 4, 1, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
677,"[4, 3, 6, 2, 5, 1]","[1, 6, 3, 4, 2, 5]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
678,"[4, 3, 6, 2, 5, 1]","[1, 6, 3, 4, 2, 5]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
679,"[4, 3, 6, 2, 5, 1]","[1, 5, 3, 4, 2, 6]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
680,"[4, 3, 6, 2, 5, 1]","[1, 5, 3, 4, 2, 6]","[5, 2, 4, 1, 6, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
681,"[4, 3, 5, 2, 6, 1]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
682,"[4, 3, 5, 2, 6, 1]","[2, 6, 3, 4, 1, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
683,"[4, 3, 5, 2, 6, 1]","[2, 5, 3, 4, 1, 6]","[2, 6, 3, 5, 1, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
684,"[4, 3, 5, 2, 6, 1]","[2, 5, 3, 4, 1, 6]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
685,"[4, 3, 5, 2, 6, 1]","[1, 6, 3, 4, 2, 5]","[1, 5, 3, 6, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
686,"[4, 3, 5, 2, 6, 1]","[1, 6, 3, 4, 2, 5]","[6, 2, 4, 1, 5, 3]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
687,"[4, 3, 5, 2, 6, 1]","[1, 5, 3, 4, 2, 6]","[1, 6, 3, 5, 2, 4]","[3, 4, 1, 5, 2, 6]","[2, 6, 3, 4, 1, 5]","[2, 5, 3, 6, 1, 4]",14,6,0
